date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:40:07	89396/89396	---M-Z	200	added ('OK')	text/html	etag:%2215d34-639e187370cb0-gzip%22	https://shreethemes.in/landrick/landing/index-classic-saas.html	./landrick-copy/shreethemes.in/landrick/landing/index-classic-saas.html	(from )
17:40:08	116482/116482	---M--	200	added ('OK')	image/vnd.microsoft.icon	etag:%221c702-615f6cb1bfd31%22	https://shreethemes.in/landrick/landing/assets/images/favicon.ico	./landrick-copy/shreethemes.in/landrick/landing/assets/images/favicon.ico	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:40:09	2178/2178	---M-Z	200	added ('OK')	text/css	etag:%22882-615f6cb26aba2-gzip%22	https://shreethemes.in/landrick/landing/assets/libs/tiny-slider/tiny-slider.css	./landrick-copy/shreethemes.in/landrick/landing/assets/libs/tiny-slider/tiny-slider.css	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:40:09	4190/4190	---M-Z	200	added ('OK')	text/css	etag:%22105e-615f6cb26aba2-gzip%22	https://shreethemes.in/landrick/landing/assets/libs/tobii/css/tobii.min.css	./landrick-copy/shreethemes.in/landrick/landing/assets/libs/tobii/css/tobii.min.css	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:40:10	300086/300086	---M-Z	200	added ('OK')	text/css	etag:%2249436-639e18735478e-gzip%22	https://shreethemes.in/landrick/landing/assets/css/bootstrap.min.css	./landrick-copy/shreethemes.in/landrick/landing/assets/css/bootstrap.min.css	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:40:12	346626/346626	---M-Z	200	added ('OK')	text/css	etag:%2254a02-615f6cb2553e0-gzip%22	https://shreethemes.in/landrick/landing/assets/libs/@mdi/font/css/materialdesignicons.min.css	./landrick-copy/shreethemes.in/landrick/landing/assets/libs/@mdi/font/css/materialdesignicons.min.css	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:40:12	66479/66479	---M-Z	200	added ('OK')	text/css	etag:%22103af-639e18735f36f-gzip%22	https://shreethemes.in/landrick/landing/assets/libs/@iconscout/unicons/css/line.css	./landrick-copy/shreethemes.in/landrick/landing/assets/libs/@iconscout/unicons/css/line.css	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:40:13	142455/142455	---M-Z	200	added ('OK')	text/css	etag:%2222c77-639e18735766f-gzip%22	https://shreethemes.in/landrick/landing/assets/css/style.min.css	./landrick-copy/shreethemes.in/landrick/landing/assets/css/style.min.css	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:40:14	91583/91583	---M-Z	200	added ('OK')	text/html	etag:%22165bf-639e187376a71-gzip%22	https://shreethemes.in/landrick/landing/index.html	./landrick-copy/shreethemes.in/landrick/landing/index.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:40:15	2699/2699	---M--	200	added ('OK')	image/png	etag:%22a8b-615f6cb1f1a16%22	https://shreethemes.in/landrick/landing/assets/images/logo-dark.png	./landrick-copy/shreethemes.in/landrick/landing/assets/images/logo-dark.png	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:40:16	2425/2425	---M--	200	added ('OK')	image/png	etag:%22979-615f6cb1f29b6%22	https://shreethemes.in/landrick/landing/assets/images/logo-light.png	./landrick-copy/shreethemes.in/landrick/landing/assets/images/logo-light.png	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:40:17	32087/32087	---M--	200	added ('OK')	image/png	etag:%227d57-615f6cb19caae%22	https://shreethemes.in/landrick/landing/assets/images/app/app-store.png	./landrick-copy/shreethemes.in/landrick/landing/assets/images/app/app-store.png	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:40:18	39705/39705	---M--	200	added ('OK')	image/png	etag:%229b19-615f6cb19da4e%22	https://shreethemes.in/landrick/landing/assets/images/app/play-store.png	./landrick-copy/shreethemes.in/landrick/landing/assets/images/app/play-store.png	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:40:19	86982/86982	---M-Z	200	added ('OK')	text/html	etag:%22153c6-639e187375ad1-gzip%22	https://shreethemes.in/landrick/landing/index-saas.html	./landrick-copy/shreethemes.in/landrick/landing/index-saas.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:40:20	101298/101298	---M-Z	200	added ('OK')	text/html	etag:%2218bb2-639e187374b30-gzip%22	https://shreethemes.in/landrick/landing/index-modern-saas.html	./landrick-copy/shreethemes.in/landrick/landing/index-modern-saas.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:40:21	96840/96840	---M-Z	200	added ('OK')	text/html	etag:%2217a48-639e18736fd10-gzip%22	https://shreethemes.in/landrick/landing/index-agency.html	./landrick-copy/shreethemes.in/landrick/landing/index-agency.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:40:22	98951/98951	---M-Z	200	added ('OK')	text/html	etag:%2218287-639e187370cb0-gzip%22	https://shreethemes.in/landrick/landing/index-apps.html	./landrick-copy/shreethemes.in/landrick/landing/index-apps.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:40:23	89705/89705	---M-Z	200	added ('OK')	text/html	etag:%2215e69-639e187370cb0-gzip%22	https://shreethemes.in/landrick/landing/index-classic-app.html	./landrick-copy/shreethemes.in/landrick/landing/index-classic-app.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:40:24	99098/99098	---M-Z	200	added ('OK')	text/html	etag:%221831a-639e187374b30-gzip%22	https://shreethemes.in/landrick/landing/index-modern-app.html	./landrick-copy/shreethemes.in/landrick/landing/index-modern-app.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:40:25	83706/83706	---M-Z	200	added ('OK')	text/html	etag:%22146fa-639e187376a71-gzip%22	https://shreethemes.in/landrick/landing/index-studio.html	./landrick-copy/shreethemes.in/landrick/landing/index-studio.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:40:26	97365/97365	---M-Z	200	added ('OK')	text/html	etag:%2217c55-639e187374b30-gzip%22	https://shreethemes.in/landrick/landing/index-marketing.html	./landrick-copy/shreethemes.in/landrick/landing/index-marketing.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:40:27	103388/103388	---M-Z	200	added ('OK')	text/html	etag:%22193dc-639e187372bf0-gzip%22	https://shreethemes.in/landrick/landing/index-enterprise.html	./landrick-copy/shreethemes.in/landrick/landing/index-enterprise.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:40:28	80883/80883	---M-Z	200	added ('OK')	text/html	etag:%2213bf3-639e187375ad1-gzip%22	https://shreethemes.in/landrick/landing/index-services.html	./landrick-copy/shreethemes.in/landrick/landing/index-services.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:40:29	97620/97620	---M-Z	200	added ('OK')	text/html	etag:%2217d54-639e187375ad1-gzip%22	https://shreethemes.in/landrick/landing/index-payments.html	./landrick-copy/shreethemes.in/landrick/landing/index-payments.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:40:30	107932/107932	---M-Z	200	added ('OK')	text/html	etag:%221a59c-639e187373b90-gzip%22	https://shreethemes.in/landrick/landing/index-it-solution.html	./landrick-copy/shreethemes.in/landrick/landing/index-it-solution.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:40:31	109313/109313	---M-Z	200	added ('OK')	text/html	etag:%221ab01-639e187373b90-gzip%22	https://shreethemes.in/landrick/landing/index-it-solution-two.html	./landrick-copy/shreethemes.in/landrick/landing/index-it-solution-two.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:40:32	96637/96637	---M-Z	200	added ('OK')	text/html	etag:%221797d-639e187376a71-gzip%22	https://shreethemes.in/landrick/landing/index-web-programming.html	./landrick-copy/shreethemes.in/landrick/landing/index-web-programming.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:40:33	97420/97420	---M-Z	200	added ('OK')	text/html	etag:%2217c8c-639e187371c50-gzip%22	https://shreethemes.in/landrick/landing/index-developer.html	./landrick-copy/shreethemes.in/landrick/landing/index-developer.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:40:34	99420/99420	---M-Z	200	added ('OK')	text/html	etag:%221845c-639e187375ad1-gzip%22	https://shreethemes.in/landrick/landing/index-seo-agency.html	./landrick-copy/shreethemes.in/landrick/landing/index-seo-agency.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:40:35	111395/111395	---M-Z	200	added ('OK')	text/html	etag:%221b323-639e187373b90-gzip%22	https://shreethemes.in/landrick/landing/index-hospital.html	./landrick-copy/shreethemes.in/landrick/landing/index-hospital.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:40:36	110051/110051	---M-Z	200	added ('OK')	text/html	etag:%221ade3-639e187371c50-gzip%22	https://shreethemes.in/landrick/landing/index-coworking.html	./landrick-copy/shreethemes.in/landrick/landing/index-coworking.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:40:37	93545/93545	---M-Z	200	added ('OK')	text/html	etag:%2216d69-639e187370cb0-gzip%22	https://shreethemes.in/landrick/landing/index-business.html	./landrick-copy/shreethemes.in/landrick/landing/index-business.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:40:38	110001/110001	---M-Z	200	added ('OK')	text/html	etag:%221adb1-639e187374b30-gzip%22	https://shreethemes.in/landrick/landing/index-modern-business.html	./landrick-copy/shreethemes.in/landrick/landing/index-modern-business.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:40:39	101900/101900	---M-Z	200	added ('OK')	text/html	etag:%2218e0c-639e187372bf0-gzip%22	https://shreethemes.in/landrick/landing/index-finance.html	./landrick-copy/shreethemes.in/landrick/landing/index-finance.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:40:40	100490/100490	---M-Z	200	added ('OK')	text/html	etag:%221888a-639e187374b30-gzip%22	https://shreethemes.in/landrick/landing/index-logistics.html	./landrick-copy/shreethemes.in/landrick/landing/index-logistics.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:40:41	98348/98348	---M-Z	200	added ('OK')	text/html	etag:%221802c-639e187375ad1-gzip%22	https://shreethemes.in/landrick/landing/index-social-marketing.html	./landrick-copy/shreethemes.in/landrick/landing/index-social-marketing.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:40:42	110041/110041	---M-Z	200	added ('OK')	text/html	etag:%221add9-639e187372bf0-gzip%22	https://shreethemes.in/landrick/landing/index-digital-agency.html	./landrick-copy/shreethemes.in/landrick/landing/index-digital-agency.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:40:43	100723/100723	---M-Z	200	added ('OK')	text/html	etag:%2218973-639e187371c50-gzip%22	https://shreethemes.in/landrick/landing/index-customer.html	./landrick-copy/shreethemes.in/landrick/landing/index-customer.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:40:44	96711/96711	---M-Z	200	added ('OK')	text/html	etag:%22179c7-639e187376a71-gzip%22	https://shreethemes.in/landrick/landing/index-software.html	./landrick-copy/shreethemes.in/landrick/landing/index-software.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:40:45	138825/138825	---M-Z	200	added ('OK')	text/html	etag:%2221e49-639e187376a71-gzip%22	https://shreethemes.in/landrick/landing/index-yoga.html	./landrick-copy/shreethemes.in/landrick/landing/index-yoga.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:40:46	116715/116715	---M-Z	200	added ('OK')	text/html	etag:%221c7eb-639e187372bf0-gzip%22	https://shreethemes.in/landrick/landing/index-gym.html	./landrick-copy/shreethemes.in/landrick/landing/index-gym.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:40:47	113344/113344	---M-Z	200	added ('OK')	text/html	etag:%221bac0-639e187370cb0-gzip%22	https://shreethemes.in/landrick/landing/index-cleaner.html	./landrick-copy/shreethemes.in/landrick/landing/index-cleaner.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:40:48	104299/104299	---M-Z	200	added ('OK')	text/html	etag:%221976b-639e187371c50-gzip%22	https://shreethemes.in/landrick/landing/index-consulting.html	./landrick-copy/shreethemes.in/landrick/landing/index-consulting.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:40:49	116284/116284	---M-Z	200	added ('OK')	text/html	etag:%221c63c-639e187373b90-gzip%22	https://shreethemes.in/landrick/landing/index-hotel.html	./landrick-copy/shreethemes.in/landrick/landing/index-hotel.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:40:50	128534/128534	---M-Z	200	added ('OK')	text/html	etag:%221f616-639e187375ad1-gzip%22	https://shreethemes.in/landrick/landing/index-restaurant.html	./landrick-copy/shreethemes.in/landrick/landing/index-restaurant.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:40:51	99806/99806	---M-Z	200	added ('OK')	text/html	etag:%22185de-639e187371c50-gzip%22	https://shreethemes.in/landrick/landing/index-construction.html	./landrick-copy/shreethemes.in/landrick/landing/index-construction.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:40:52	98975/98975	---M-Z	200	added ('OK')	text/html	etag:%221829f-639e187376a71-gzip%22	https://shreethemes.in/landrick/landing/index-videocall.html	./landrick-copy/shreethemes.in/landrick/landing/index-videocall.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:40:53	81685/81685	---M-Z	200	added ('OK')	text/html	etag:%2213f15-639e187370cb0-gzip%22	https://shreethemes.in/landrick/landing/index-blockchain.html	./landrick-copy/shreethemes.in/landrick/landing/index-blockchain.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:40:54	105623/105623	---M-Z	200	added ('OK')	text/html	etag:%2219c97-639e187371c50-gzip%22	https://shreethemes.in/landrick/landing/index-crypto-two.html	./landrick-copy/shreethemes.in/landrick/landing/index-crypto-two.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:40:55	82417/82417	---M-Z	200	added ('OK')	text/html	etag:%22141f1-639e187373b90-gzip%22	https://shreethemes.in/landrick/landing/index-integration.html	./landrick-copy/shreethemes.in/landrick/landing/index-integration.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:40:56	97888/97888	---M-Z	200	added ('OK')	text/html	etag:%2217e60-639e187376a71-gzip%22	https://shreethemes.in/landrick/landing/index-task-management.html	./landrick-copy/shreethemes.in/landrick/landing/index-task-management.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:40:57	110396/110396	---M-Z	200	added ('OK')	text/html	etag:%221af3c-639e187372bf0-gzip%22	https://shreethemes.in/landrick/landing/index-email-inbox.html	./landrick-copy/shreethemes.in/landrick/landing/index-email-inbox.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:40:58	107977/107977	---M-Z	200	added ('OK')	text/html	etag:%221a5c9-639e187376a71-gzip%22	https://shreethemes.in/landrick/landing/index-travel.html	./landrick-copy/shreethemes.in/landrick/landing/index-travel.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:40:59	130539/130539	---M-Z	200	added ('OK')	text/html	etag:%221fdeb-639e187371c50-gzip%22	https://shreethemes.in/landrick/landing/index-course.html	./landrick-copy/shreethemes.in/landrick/landing/index-course.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:41:00	135182/135182	---M-Z	200	added ('OK')	text/html	etag:%222100e-639e187375ad1-gzip%22	https://shreethemes.in/landrick/landing/index-online-learning.html	./landrick-copy/shreethemes.in/landrick/landing/index-online-learning.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:41:01	110458/110458	---M-Z	200	added ('OK')	text/html	etag:%221af7a-639e187373b90-gzip%22	https://shreethemes.in/landrick/landing/index-insurance.html	./landrick-copy/shreethemes.in/landrick/landing/index-insurance.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:41:02	100953/100953	---M-Z	200	added ('OK')	text/html	etag:%2218a59-639e187372bf0-gzip%22	https://shreethemes.in/landrick/landing/index-furniture.html	./landrick-copy/shreethemes.in/landrick/landing/index-furniture.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:41:03	106382/106382	---M-Z	200	added ('OK')	text/html	etag:%2219f8e-639e187374b30-gzip%22	https://shreethemes.in/landrick/landing/index-law-firm.html	./landrick-copy/shreethemes.in/landrick/landing/index-law-firm.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:41:04	96581/96581	---M-Z	200	added ('OK')	text/html	etag:%2217945-639e187375ad1-gzip%22	https://shreethemes.in/landrick/landing/index-single-product.html	./landrick-copy/shreethemes.in/landrick/landing/index-single-product.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:41:05	110234/110234	---M-Z	200	added ('OK')	text/html	etag:%221ae9a-639e187370cb0-gzip%22	https://shreethemes.in/landrick/landing/index-car-riding.html	./landrick-copy/shreethemes.in/landrick/landing/index-car-riding.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:41:06	98581/98581	---M-Z	200	added ('OK')	text/html	etag:%2218115-639e187373b90-gzip%22	https://shreethemes.in/landrick/landing/index-landing-one.html	./landrick-copy/shreethemes.in/landrick/landing/index-landing-one.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:41:07	94118/94118	---M-Z	200	added ('OK')	text/html	etag:%2216fa6-639e187374b30-gzip%22	https://shreethemes.in/landrick/landing/index-landing-two.html	./landrick-copy/shreethemes.in/landrick/landing/index-landing-two.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:41:08	91357/91357	---M-Z	200	added ('OK')	text/html	etag:%22164dd-639e187374b30-gzip%22	https://shreethemes.in/landrick/landing/index-landing-three.html	./landrick-copy/shreethemes.in/landrick/landing/index-landing-three.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:41:09	103460/103460	---M-Z	200	added ('OK')	text/html	etag:%2219424-639e187373b90-gzip%22	https://shreethemes.in/landrick/landing/index-landing-four.html	./landrick-copy/shreethemes.in/landrick/landing/index-landing-four.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:41:10	116610/116610	---M-Z	200	added ('OK')	text/html	etag:%221c782-639e187370cb0-gzip%22	https://shreethemes.in/landrick/landing/index-charity.html	./landrick-copy/shreethemes.in/landrick/landing/index-charity.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:41:11	101436/101436	---M-Z	200	added ('OK')	text/html	etag:%2218c3c-639e187375ad1-gzip%22	https://shreethemes.in/landrick/landing/index-personal.html	./landrick-copy/shreethemes.in/landrick/landing/index-personal.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:41:12	108726/108726	---M-Z	200	added ('OK')	text/html	etag:%221a8b6-639e187371c50-gzip%22	https://shreethemes.in/landrick/landing/index-creative-personal.html	./landrick-copy/shreethemes.in/landrick/landing/index-creative-personal.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:41:13	102186/102186	---M-Z	200	added ('OK')	text/html	etag:%2218f2a-639e187372bf0-gzip%22	https://shreethemes.in/landrick/landing/index-freelancer.html	./landrick-copy/shreethemes.in/landrick/landing/index-freelancer.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:41:14	130080/130080	---M-Z	200	added ('OK')	text/html	etag:%221fc20-639e187372bf0-gzip%22	https://shreethemes.in/landrick/landing/index-event.html	./landrick-copy/shreethemes.in/landrick/landing/index-event.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:41:15	87397/87397	---M-Z	200	added ('OK')	text/html	etag:%2215565-639e187372bf0-gzip%22	https://shreethemes.in/landrick/landing/index-ebook.html	./landrick-copy/shreethemes.in/landrick/landing/index-ebook.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:41:16	80387/80387	---M-Z	200	added ('OK')	text/html	etag:%2213a03-639e187374b30-gzip%22	https://shreethemes.in/landrick/landing/index-onepage.html	./landrick-copy/shreethemes.in/landrick/landing/index-onepage.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:41:17	67999/67999	---M-Z	200	added ('OK')	text/html	etag:%221099f-639e187371c50-gzip%22	https://shreethemes.in/landrick/landing/index-corporate.html	./landrick-copy/shreethemes.in/landrick/landing/index-corporate.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:41:18	73610/73610	---M-Z	200	added ('OK')	text/html	etag:%2211f8a-639e187371c50-gzip%22	https://shreethemes.in/landrick/landing/index-crypto.html	./landrick-copy/shreethemes.in/landrick/landing/index-crypto.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:41:19	106089/106089	---M-Z	200	added ('OK')	text/html	etag:%2219e69-639e187375ad1-gzip%22	https://shreethemes.in/landrick/landing/index-shop.html	./landrick-copy/shreethemes.in/landrick/landing/index-shop.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:41:20	70880/70880	---M-Z	200	added ('OK')	text/html	etag:%22114e0-639e18736fd10-gzip%22	https://shreethemes.in/landrick/landing/index-ai.html	./landrick-copy/shreethemes.in/landrick/landing/index-ai.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:41:21	39866/39866	---M-Z	200	added ('OK')	text/html	etag:%229bba-639e187375ad1-gzip%22	https://shreethemes.in/landrick/landing/index-portfolio.html	./landrick-copy/shreethemes.in/landrick/landing/index-portfolio.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:41:22	34226/34226	---M-Z	200	added ('OK')	text/html	etag:%2285b2-639e18736fd10-gzip%22	https://shreethemes.in/landrick/landing/helpcenter-overview.html	./landrick-copy/shreethemes.in/landrick/landing/helpcenter-overview.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:41:23	82808/82808	---M-Z	200	added ('OK')	text/html	etag:%2214378-639e187373b90-gzip%22	https://shreethemes.in/landrick/landing/index-hosting.html	./landrick-copy/shreethemes.in/landrick/landing/index-hosting.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:41:24	71159/71159	---M-Z	200	added ('OK')	text/html	etag:%22115f7-639e187373b90-gzip%22	https://shreethemes.in/landrick/landing/index-job.html	./landrick-copy/shreethemes.in/landrick/landing/index-job.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:41:25	14481/14481	---M-Z	200	added ('OK')	text/html	etag:%223891-639e187376a71-gzip%22	https://shreethemes.in/landrick/landing/index-video-studio.html	./landrick-copy/shreethemes.in/landrick/landing/index-video-studio.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:41:26	105687/105687	---M-Z	200	added ('OK')	text/html	etag:%2219cd7-639e187375ad1-gzip%22	https://shreethemes.in/landrick/landing/index-real-estate.html	./landrick-copy/shreethemes.in/landrick/landing/index-real-estate.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:41:27	48713/48713	---M-Z	200	added ('OK')	text/html	etag:%22be49-639e18736ed70-gzip%22	https://shreethemes.in/landrick/landing/forums.html	./landrick-copy/shreethemes.in/landrick/landing/forums.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:41:28	76371/76371	---M-Z	200	added ('OK')	text/html	etag:%2212a53-639e187370cb0-gzip%22	https://shreethemes.in/landrick/landing/index-blog.html	./landrick-copy/shreethemes.in/landrick/landing/index-blog.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:41:29	71172/71172	---M-Z	200	added ('OK')	text/html	etag:%2211604-639e187374b30-gzip%22	https://shreethemes.in/landrick/landing/index-nft.html	./landrick-copy/shreethemes.in/landrick/landing/index-nft.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:41:30	33009/33009	---M-Z	200	added ('OK')	text/html	etag:%2280f1-639e187375ad1-gzip%22	https://shreethemes.in/landrick/landing/index-photography.html	./landrick-copy/shreethemes.in/landrick/landing/index-photography.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:41:31	85216/85216	---M-Z	200	added ('OK')	text/html	etag:%2214ce0-639e1873789b1-gzip%22	https://shreethemes.in/landrick/landing/page-aboutus.html	./landrick-copy/shreethemes.in/landrick/landing/page-aboutus.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:41:32	84531/84531	---M-Z	200	added ('OK')	text/html	etag:%2214a33-639e187377a11-gzip%22	https://shreethemes.in/landrick/landing/page-aboutus-two.html	./landrick-copy/shreethemes.in/landrick/landing/page-aboutus-two.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:41:33	88505/88505	---M-Z	200	added ('OK')	text/html	etag:%22159b9-639e1873789b1-gzip%22	https://shreethemes.in/landrick/landing/page-services.html	./landrick-copy/shreethemes.in/landrick/landing/page-services.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:41:34	76272/76272	---M-Z	200	added ('OK')	text/html	etag:%22129f0-639e1873789b1-gzip%22	https://shreethemes.in/landrick/landing/page-history.html	./landrick-copy/shreethemes.in/landrick/landing/page-history.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:41:35	85542/85542	---M-Z	200	added ('OK')	text/html	etag:%2214e26-639e187379951-gzip%22	https://shreethemes.in/landrick/landing/page-team.html	./landrick-copy/shreethemes.in/landrick/landing/page-team.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:41:36	123169/123169	---M-Z	200	added ('OK')	text/html	etag:%221e121-639e1873789b1-gzip%22	https://shreethemes.in/landrick/landing/page-pricing.html	./landrick-copy/shreethemes.in/landrick/landing/page-pricing.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:41:37	90056/90056	---M-Z	200	added ('OK')	text/html	etag:%2215fc8-639e187349bae-gzip%22	https://shreethemes.in/landrick/landing/account-profile.html	./landrick-copy/shreethemes.in/landrick/landing/account-profile.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:41:38	92167/92167	---M-Z	200	added ('OK')	text/html	etag:%2216807-639e187349bae-gzip%22	https://shreethemes.in/landrick/landing/account-members.html	./landrick-copy/shreethemes.in/landrick/landing/account-members.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:41:39	89999/89999	---M-Z	200	added ('OK')	text/html	etag:%2215f8f-639e187349bae-gzip%22	https://shreethemes.in/landrick/landing/account-works.html	./landrick-copy/shreethemes.in/landrick/landing/account-works.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:41:40	95329/95329	---M-Z	200	added ('OK')	text/html	etag:%2217461-639e187349bae-gzip%22	https://shreethemes.in/landrick/landing/account-messages.html	./landrick-copy/shreethemes.in/landrick/landing/account-messages.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:41:41	105965/105965	---M-Z	200	added ('OK')	text/html	etag:%2219ded-639e187349bae-gzip%22	https://shreethemes.in/landrick/landing/account-chat.html	./landrick-copy/shreethemes.in/landrick/landing/account-chat.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:41:42	84074/84074	---M-Z	200	added ('OK')	text/html	etag:%221486a-639e187349bae-gzip%22	https://shreethemes.in/landrick/landing/account-payments.html	./landrick-copy/shreethemes.in/landrick/landing/account-payments.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
17:41:43	94652/94652	---M-Z	200	added ('OK')	text/html	etag:%22171bc-639e187349bae-gzip%22	https://shreethemes.in/landrick/landing/account-setting.html	./landrick-copy/shreethemes.in/landrick/landing/account-setting.html	(from https://shreethemes.in/landrick/landing/index-classic-saas.html)
